,Title,Event
5836,James Forbes: Compassion at the dinner table,Chautauqua Institution
5837,Dayananda Saraswati: The profound journey of compassion,Chautauqua Institution
5838,Jackie Tabick: The balancing act of compassion,TEDSalon 2008
5839,Newton Aduaka: The story of Ezra,TEDGlobal 2007
5840,Zach Kaplan + Keith Schacht: Toys and materials from the future,TED2005
5841,Rives: A story of mixed emoticons,TED2008
5842,Jared Diamond: Why do societies collapse?,TED2003
5843,Kristen Ashburn: The face of AIDS in Africa,TED2003
5844,"Mihaly Csikszentmihalyi: Flow, the secret to happiness",TED2004
5845,Paul MacCready: Nature vs. humans,TED1998
5846,"John Hodgman: Aliens, love -- where are they?",TED2008
5847,Dean Ornish: Healing through diet,TED2004
5848,Virginia Postrel: On glamour,TED2004
5849,Paola Antonelli: Design and the Elastic Mind,EG 2007
5850,Garrett Lisi: An 8-dimensional model of the universe,TED2008
5851,James Burchfield: Playing invisible turntables,TED2003
5852,Steven Johnson: The Web as a city,TED2003
5853,Doris Kearns Goodwin: Lessons from past presidents,TED2008
5854,David Perry: Are games better than life?,TED2006
5855,James Nachtwey: Moving photos of extreme drug-resistant TB,TED Prize Wish
5856,Liz Diller: The Blur Building and other tech-empowered architecture,EG 2007
5857,Noah Feldman: Politics and religion are technologies,TED2003
5858,Stefan Sagmeister: Things I've learned in my life so far,TED2008
5859,Rodney Brooks: Robots will invade our lives,TED2003
5860,Steven Pinker: Human nature and the blank slate,TED2003
5861,"Caleb Chung: Playtime with Pleo, your robotic dinosaur friend",EG 2007
5862,Laura Trice: Remember to say thank you,TED2008
5863,Philip Zimbardo: The psychology of evil,TED2008
5864,Marvin Minsky: Health and the human mind,TED2003
5865,David S. Rose: How to pitch to a VC,TED2007
5866,Eve Ensler: What security means to me,TEDGlobal 2005
5867,Jonathan Haidt: The moral roots of liberals and conservatives,TED2008
5868,Ann Cooper: What's wrong with school lunches,EG 2007
5869,Keith Bellows: The camel's hump,TED2002
5870,David Gallo: Life in the deep oceans,TED1998
5871,Brewster Kahle: A free digital library,EG 2007
5872,Irwin Redlener: How to survive a nuclear attack,TED2008
5873,Jane Goodall: How humans and animals can live together,TEDGlobal 2007
5874,Jonathan Drori: What we think we know,TED2007
5875,"Peter Hirshberg: The web is more than ""better TV""",EG 2007
5876,Peter Diamandis: Our next giant leap,TEDGlobal 2005
5877,"Paul Rothemund: DNA folding, in detail",TED2008
5878,"Einstein the Parrot: A talking, squawking parrot",TED2006
5879,Ory Okolloh: How I became an activist,TEDGlobal 2007
5880,Sugata Mitra: Kids can teach themselves,LIFT 2007
5881,"John Q. Walker: Great piano performances, recreated",EG 2007
5882,"Nellie McKay: ""The Dog Song""",TED2008
5883,Ian Dunbar: Dog-friendly dog training,EG 2007
5884,Lennart Green: Close-up card magic with a twist,TED2005
5885,David Griffin: How photography connects us,TED2008
5886,Patricia Burchat: Shedding light on dark matter,TED2008
5887,Bruno Bowden + Rufus Cappadocia: Watch me fold origami (blindfolded),TED2008
5888,Robert Lang: The math and magic of origami,TED2008
5889,Kwabena Boahen: A computer that works like the brain,TEDGlobal 2007
5890,"Kevin Kelly: The next 5,000 days of the web",EG 2007
5891,Reed Kroloff: A tour of modern architecture,TED2003
5892,Jonathan Harris: The web as art,TED2007
5893,Louise Leakey: A dig for humanity's origins,TED2008
5894,Chris Abani: On humanity,TED2008
5895,Marisa Fick-Jordan: The wonder of Zulu wire art,TEDGlobal 2007
5896,Martin Seligman: The new era of positive psychology,TED2004
5897,Keith Barry: Brain magic,TED2004
5898,A.J. Jacobs: My year of living biblically,EG 2007
5899,Billy Graham: On technology and faith,TED1998
5900,Helen Fisher: The brain in love,TED2008
5901,Freeman Dyson: Let's look for life in the outer solar system,TED2003
5902,"Nellie McKay: ""Mother of Pearl,"" ""If I Had You""",TED2008
5903,Clay Shirky: Institutions vs. collaboration,TEDGlobal 2005
5904,David Hoffman: What happens when you lose everything,TED2008
5905,Torsten Reil: Animate characters by evolving them,TED2003
5906,Corneille Ewango: A hero of the Congo forest,TEDGlobal 2007
5907,"Raul Midon: ""Peace on Earth""",TED2007
5908,Rick Smolan: The story of a girl,EG 2007
5909,Peter Diamandis: Stephen Hawking's zero g flight,TED2008
5910,"Sxip Shirey + Rachelle Garniez: A performance with breath, music, passion",TED2008
5911,"Nellie McKay: ""Clonie""",TED2008
5912,"Nicholas Negroponte: One Laptop per Child, two years on",EG 2007
5913,Benjamin Zander: The transformative power of classical music,TED2008
5914,Steven Levitt: Surprising stats about child carseats,TEDGlobal 2005
5915,Adam Grosser: A mobile fridge for vaccines,TED2007
5916,Robert Full: Robots inspired by cockroach ingenuity,TED2002
5917,Dean Ornish: Your genes are not your fate,TED2008
5918,Chris Jordan: Turning powerful stats into art,TED2008
5919,George Dyson: The birth of the computer,TED2003
5920,Murray Gell-Mann: The ancestor of language,TED2007
5921,Wade Davis: The worldwide web of belief and ritual,TED2008
5922,"Rokia Traore: ""Kounandi""",TEDGlobal 2007
5923,"Nathan Myhrvold: Archaeology, animal photography, BBQ ...",TED2007
5924,"Susan Blackmore: Memes and ""temes""",TED2008
5925,"Paul Collier: The ""bottom billion""",TED2008
5926,Seyi Oyesola: A hospital tour in Nigeria,TEDGlobal 2007
5927,Arthur Ganson: Moving sculpture,TED2004
5928,Yves Béhar: Designing objects that tell stories,TED2008
5929,Robert Ballard: The astonishing hidden world of the deep ocean,TED2008
5930,Mark Bittman: What's wrong with what we eat,EG 2007
5931,Alisa Miller: How the news distorts our worldview,TED2008
5932,Joshua Klein: A thought experiment on the intelligence of crows,TED2008
5933,Michael Moschen: Juggling as art ... and science,TED2002
5934,Paul Ewald: Can we domesticate germs?,TED2007
5935,Paul Stamets: 6 ways mushrooms can save the world,TED2008
5936,Hector Ruiz: The thinking behind 50x15,TEDGlobal 2007
5937,They Might Be Giants: Wake up! It's They Might Be Giants!,TED2007
5938,Brian Cox: CERN's supercollider,TED2008
5939,Brian Greene: Making sense of string theory,TED2005
5940,Amy Tan: Where does creativity hide?,TED2008
5941,Ernest Madu: World-class health care,TEDGlobal 2007
5942,Yochai Benkler: The new open-source economics,TEDGlobal 2005
5943,Tod Machover + Dan Ellsey: Inventing instruments that unlock new music,TED2008
5944,Johnny Lee: Free or cheap Wii Remote hacks,TED2008
5945,Al Gore: New thinking on the climate crisis,TED2008
5946,Stephen Hawking: Questioning the universe,TED2008
5947,Jakob Trollback: A new kind of music video,TED2007
5948,David Hoffman: Sputnik mania,TED2007
5949,Siegfried Woldhek: The search for the true face of Leonardo,TED2008
5950,"Rokia Traore: ""M'Bifo""",TEDGlobal 2007
5951,Clifford Stoll: The call to learn,TED2006
5952,Christopher deCharms: A look inside the brain in real time,TED2008
5953,Norman Foster: My green agenda for architecture,DLD 2007
5954,Neil Turok: My wish: Find the next Einstein in Africa,TED2008
5955,Karen Armstrong: My wish: The Charter for Compassion,TED2008
5956,Dave Eggers: My wish: Once Upon a School,TED2008
5957,Frank Gehry: My days as a young rebel,TED1990
5958,Jill Bolte Taylor: My stroke of insight,TED2008
5959,"Nicholas Negroponte: 5 predictions, from 1984",TED1984
5960,Craig Venter: On the verge of creating synthetic life,TED2008
5961,Alan Kay: A powerful idea about ideas,TED2007
5962,Roy Gould + Curtis Wong: A preview of the WorldWide Telescope,TED2008
5963,Steve Jurvetson: Model rocketry,TED2007
5964,Joseph Lekuton: A parable for Kenya,TEDGlobal 2007
5965,Raspyni Brothers: Juggle and jest,TED2002
5966,Jill Sobule + Julia Sweeney: The Jill and Julia Show,TED2007
5967,Moshe Safdie: Building uniqueness,TED2002
5968,George Dyson: The story of Project Orion,TED2002
5969,Pamelia Kurstin: The untouchable music of the theremin,TED2002
5970,Howard Rheingold: The new power of collaboration,TED2005
5971,Michael Pollan: A plant's-eye view,TED2007
5972,David Macaulay: An illustrated journey through Rome,TED2002
5973,Jaime Lerner: A song of the city,TED2007
5974,Robin Chase: The idea behind Zipcar (and what comes next),TED2007
5975,Chris Anderson: TED's nonprofit transition,TED2002
5976,Alison Jackson: An unusual glimpse at celebrity,TEDGlobal 2005
5977,David Pogue: The music wars,TED2007
5978,Bernie Dunlap: The life-long learner,TED2007
5979,"Bill Strickland: Rebuilding a neighborhood with beauty, dignity, hope",TED2002
5980,"Raul Midon: ""Tembererana""",TED2007
5981,"Frank Gehry: A master architect asks, Now what?",TED2002
5982,Paola Antonelli: Treat design as art,TED2007
5983,David Gallo: Underwater astonishments,TED2007
5984,J.J. Abrams: The mystery box,TED2007
5985,Deborah Gordon: The emergent genius of ant colonies,TED2003
5986,Yossi Vardi: We're worried about local warming ... in your lap,TED2007
5987,Isabel Allende: Tales of passion,TED2007
5988,Gever Tulley: 5 dangerous things you should let your kids do,TED2007
5989,Lakshmi Pratury: The lost art of letter-writing,TED2007
5990,Daniel Goleman: Why aren't we more compassionate?,TED2007
5991,"Arthur Benjamin: A performance of ""Mathemagic""",TED2005
5992,Amory Lovins: Winning the oil endgame,TED2005
5993,"Murray Gell-Mann: Beauty, truth and ... physics?",TED2007
5994,Philippe Starck: Design and destiny,TED2007
5995,Ron Eglash: The fractals at the heart of African designs,TEDGlobal 2007
5996,Robert Full: The sticky wonder of gecko feet,TED2005
5997,Larry Brilliant: The case for optimism,Skoll World Forum 2007
5998,Juan Enriquez: Using biology to rethink the energy challenge,TEDSalon 2007 Hot Science
5999,David Keith: A critical look at geoengineering against climate change,TEDSalon 2007 Hot Science
6000,Paul Rothemund: Playing with DNA that self-assembles,TED2007
6001,Lawrence Lessig: Laws that choke creativity,TED2007
6002,Matthieu Ricard: The habits of happiness,TED2004
6003,Sherwin Nuland: How electroshock therapy changed me,TED2001
6004,Eleni Gabre-Madhin: A commodities exchange for Ethiopia,TEDGlobal 2007
6005,VS Ramachandran: 3 clues to understanding your brain,TED2007
6006,Jan Chipchase: The anthropology of mobile phones,TED2007
6007,Maira Kalman: The illustrated woman,TED2007
6008,"Hod Lipson: Building ""self-aware"" robots",TED2007
6009,"Richard Branson: Life at 30,000 feet",TED2007
6010,Kenichi Ebina: My magic moves,TED2007
6011,Carolyn Porco: This is Saturn,TED2007
6012,Paul MacCready: A flight on solar wings,TED2003
6013,Stephen Petranek: 10 ways the world could end,TED2002
6014,John Maeda: Designing for simplicity,TED2007
6015,Zeresenay Alemseged: The search for humanity's roots,TEDGlobal 2007
6016,Deborah Scranton: An Iraq war movie crowd-sourced from soldiers,TED2007
6017,Steven Pinker: The surprising decline in violence,TED2007
6018,Steven Pinker: What our language habits reveal,TEDGlobal 2005
6019,"Theo Jansen: My creations, a new form of life",TED2007
6020,Andrew Mwenda: Aid for Africa? No thanks.,TEDGlobal 2007
6021,Erin McKean: The joy of lexicography,TED2007
6022,"Dean Kamen: Luke, a new prosthetic arm for soldiers",TED2007
6023,Jeff Skoll: My journey into movies that matter,TED2007
6024,"Vusi Mahlasela: ""Woza""",TEDGlobal 2007
6025,"Vusi Mahlasela: ""Thula Mama""",TEDGlobal 2007
6026,Jacqueline Novogratz: Patient capitalism,TEDGlobal 2007
6027,Chris Abani: Telling stories from Africa,TEDGlobal 2007
6028,Patrick Awuah: How to educate leaders? Liberal arts,TEDGlobal 2007
6029,Euvin Naidoo: Why invest in Africa,TEDGlobal 2007
6030,William Kamkwamba: How I built a windmill,TEDGlobal 2007
6031,Ngozi Okonjo-Iweala: Aid versus trade,TEDGlobal 2007
6032,George Ayittey: Africa's cheetahs versus hippos,TEDGlobal 2007
6033,Allison Hunt: How to get (a new) hip,TED2007
6034,David Bolinsky: Visualizing the wonder of a living cell,TED2007
6035,Rives: The  4 a.m. mystery,TED2007
6036,"Will Wright: Spore, birth of a game",TED2007
6037,Emily Oster: Flip your thinking on AIDS in Africa,TED2007
6038,Jonathan Harris: The Web's secret stories,TED2007
6039,Alan Russell: The potential of regenerative medicine,TED2006
6040,Dan Dennett: Dangerous memes,TED2002
6041,Bill Stone: Inside the world's deepest caves,TED2007
6042,Hans Rosling: New insights on poverty,TED2007
6043,Stephen Lawler: Tour Microsoft's Virtual Earth,TED2007
6044,"Ethel: A string quartet plays ""Blue Room""",TED2006
6045,Thomas Barnett: Let's rethink America's military strategy,TED2005
6046,David Rockwell: A memorial at Ground Zero,TED2002
6047,Robert Thurman: We can be Buddhas,TEDSalon 2006
6048,Anand Agarawala: Rethink the desktop with BumpTop,TED2007
6049,Ngozi Okonjo-Iweala: Want to help Africa? Do business here,TED2007
6050,John Doerr: Salvation (and profit) in greentech,TED2007
6051,Blaise Agüera y Arcas: How PhotoSynth can connect the world's images,TED2007
6052,Tierney Thys: Swim with the giant sunfish,TED2003
6053,Jeff Hawkins: How brain science will change computing,TED2003
6054,Stewart Brand: What squatter cities can teach us,TED2006
6055,David Kelley: Human-centered design,TED2002
6056,James Howard Kunstler: The ghastly tragedy of the suburbs,TED2004
6057,"Stew: ""Black Men Ski""",TED2006
6058,Sergey Brin + Larry Page: The genesis of Google,TED2004
6059,Natalie MacMaster: Cape Breton fiddling in reel time,TED2002
6060,Chris Anderson: Technology's long tail,TED2004
6061,"Rachelle Garniez: ""La Vie en Rose""",TED2004
6062,Tom Rielly: A comic sendup of TED2006,TED2006
6063,Richard Dawkins: Militant atheism,TED2002
6064,Tom Honey: Why would God create a tsunami?,TED2005
6065,"Eddi Reader: ""What You've Got""",TED2003
6066,"Eddi Reader: ""Kiteflyer's Hill""",TED2003
6067,Rives: A mockingbird remix of TED2006,TED2006
6068,Jeff Bezos: The electricity metaphor for the web's future,TED2003
6069,William McDonough: Cradle to cradle design,TED2005
6070,Evelyn Glennie: How to truly listen,TED2003
6071,Dan Dennett: The illusion of consciousness,TED2003
6072,Caroline Lavelle: Casting a spell on the cello,TED2005
6073,"Jill Sobule: Global warming's theme song, ""Manhattan in January""",TED2006
6074,"Nora York: Singing ""What I Want""",TEDSalon 2006
6075,Craig Venter: Sampling the ocean's DNA,TEDGlobal 2005
6076,Alex Steffen: The route to a sustainable future,TEDGlobal 2005
6077,Jane Goodall: What separates us from chimpanzees?,TED2003
6078,"Vik Muniz: Art with wire, sugar, chocolate and string",TED2003
6079,Seth Godin: How to get your ideas to spread,TED2003
6080,Thom Mayne: How architecture can connect us,TED2005
6081,Frans Lanting: The story of life in photographs,TED2005
6082,Susan Savage-Rumbaugh: The gentle genius of bonobos,TED2004
6083,Stefan Sagmeister: Happiness by design,TED2004
6084,Golan Levin: Software (as) art,TED2004
6085,Juan Enriquez: The life code that will reshape the future,TED2003
6086,Chris Bangle: Great cars are great art,TED2002
6087,Sheila Patek: The shrimp with a kick!,TED2004
6088,James Watson: How we discovered DNA,TED2005
6089,Dean Kamen: To invent is to give,TED2002
6090,Paul Bennett: Design is in the details,TEDGlobal 2005
6091,Al Seckel: Visual illusions that show how we (mis)think,TED2004
6092,Nick Bostrom: A philosophical quest for our biggest problems,TEDGlobal 2005
6093,Janine Benyus: Biomimicry's surprising lessons from nature's engineers,TED2005
6094,James Nachtwey: My wish: Let my photographs bear witness,TED2007
6095,E.O. Wilson: My wish: Build the Encyclopedia of Life,TED2007
6096,Bill Clinton: My wish: Rebuilding Rwanda,TED2007
